plotid,species,cover
300117,Lepisorus monilisorus,1
300117,Shortia rotundifolia v. subcordata,1
300117,Lonicera acuminata,1
300117,Berberis kawakamii,2
300117,Elatostema trilobulatum,1
300117,Rhododendron pseudochrysanthum,6
300117,Rubus pectinellus,1
300117,Galium echinocarpum,1
300117,Ctenitis transmorrisonensis,1
300117,Crypsinus quasidivaricatus,1
300117,Smilax vaginata,1
300117,Ainsliaea latifolia s. henryi,1
300117,Abies kawakamii,22
300117,Cystopteris moupinensis,1
300117,Polystichum stenophyllum,1
300117,Viburnum betulifolium,2
300117,Galium formosense,1
300117,Leptogramma tottoides,1
088023,Tsuga chinensis v. formosana,21
088023,Yushania niitakayamensis,95
088023,Abies kawakamii,79
300188,Eurya glaberrima,1
300188,Tsuga chinensis v. formosana,63
300188,Yushania niitakayamensis,95
300188,Rhododendron pseudochrysanthum,7
300188,Ainsliaea latifolia s. henryi,1
300188,Abies kawakamii,30
270080,Araiostegia parvipinnata,1
270080,Tsuga chinensis v. formosana,7
270080,Yushania niitakayamensis,93
270080,Lepisorus monilisorus,1
270080,Berberis kawakamii,1
270080,Elatostema trilobulatum,5
270080,Galium echinocarpum,1
270080,Urtica thunbergiana,1
270080,Dryopteris lepidopoda,1
270080,Peracarpa carnosa,1
270080,Oxalis acetocella s. griffithii,1
270080,Ainsliaea latifolia s. henryi,1
270080,Abies kawakamii,94
270080,Oreomyrrhis involucrata,1
270080,Circaea alpina s. imaicola,1
270080,Luzula taiwaniana,1
270080,Athyrium reflexipinnum,1
270080,Polystichum stenophyllum,1
270080,Rubus pungens,1
270080,Athyrium oppositipinnum,1
270052,Eurya glaberrima,5
270052,Tsuga chinensis v. formosana,50
270052,Yushania niitakayamensis,80
270052,Ainsliaea latifolia s. henryi,1
270052,Abies kawakamii,30
270052,Rhododendron pachysanthum,1
290053,Ainsliaea macroclinidioides,1
290053,Tsuga chinensis v. formosana,34
290053,Yushania niitakayamensis,95
290053,Lepisorus monilisorus,1
290053,Carex brunnea,1
290053,Abies kawakamii,66
290053,Luzula effusa,1
093058,Tsuga chinensis v. formosana,12
093058,Yushania niitakayamensis,95
093058,Abies kawakamii,88
300113,Tsuga chinensis v. formosana,32
300113,Yushania niitakayamensis,95
300113,Abies kawakamii,68
270077,Eurya glaberrima,1
270077,Tsuga chinensis v. formosana,41
270077,Yushania niitakayamensis,10
270077,Miscanthus sinensis,1
270077,Arisaema formosanum,1
270077,Berberis kawakamii,1
270077,Elatostema trilobulatum,1
270077,Rhododendron rubropilosum,1
270077,Oxalis acetocella s. griffithii,1
270077,Ainsliaea latifolia s. henryi,1
270077,Prinsepia scandens,1
270077,Abies kawakamii,31
270077,Spiraea formosana,1
270077,Ribes formosanum,1
270077,Rubus rolfei,1
270077,Agrostis infirma,1
270077,Circaea alpina s. imaicola,1
270077,Myriactis humilis,1
270077,Cystopteris fragilis,1
270077,Hydrocotyle setulosa,1
270077,Galium morii,1
270077,Sedum erythrospermum,1
310507,Hedera rhombea v. formosana,1
310507,Lepisorus thunbergianus,1
310507,Eurya glaberrima,5
310507,Hydrangea integrifolia,1
310507,Plagiogyria formosana,1
310507,Tsuga chinensis v. formosana,68
310507,Yushania niitakayamensis,95
310507,Viola formosana,1
310507,Elatostema trilobulatum,1
310507,Pieris taiwanensis,2
310507,Pyrola alboreticulata,1
310507,Ainsliaea latifolia s. henryi,1
310507,Abies kawakamii,16
310507,Ilex bioritsensis,10
310507,Myriactis humilis,1
310507,Viburnum betulifolium,3
110166,Eurya glaberrima,1
110166,Tsuga chinensis v. formosana,88
110166,Yushania niitakayamensis,93
110166,Rhododendron rubropilosum,8
110166,Abies kawakamii,9
110166,Ilex bioritsensis,1
290047,Tsuga chinensis v. formosana,5
290047,Yushania niitakayamensis,95
290047,Abies kawakamii,95
200534,Eurya glaberrima,10
200534,Tsuga chinensis v. formosana,90
200534,Goodyera velutina,1
200534,Rhododendron pseudochrysanthum,8
200534,Ainsliaea latifolia s. henryi,1
200534,Abies kawakamii,5
200534,Juniperus squamata,3
200534,Cystopteris moupinensis,1
200534,Cirsium arisanense,1
200534,Lycopodium selago v. appressum,1
088055,Tsuga chinensis v. formosana,36
088055,Yushania niitakayamensis,95
088055,Abies kawakamii,64
088055,Chrysosplenium hebetatum,1
088055,Trillium tschonoskii,1
110318,Hedera rhombea v. formosana,1
110318,Eurya glaberrima,3
110318,Photinia niitakayamensis,5
110318,Tsuga chinensis v. formosana,95
110318,Yushania niitakayamensis,40
110318,Lepisorus monilisorus,1
110318,Daphne arisanensis,1
110318,Dryopteris lepidopoda,1
110318,Ophiopogon intermedius,1
110318,Viburnum betulifolium,1
110318,Symplocos nokoensis,2
250097,Eurya glaberrima,5
250097,Mecodium polyanthos,1
250097,Tsuga chinensis v. formosana,86
250097,Yushania niitakayamensis,85
250097,Stellaria arisanensis,1
250097,Pinus taiwanensis,12
250097,Elatostema trilobulatum,3
250097,Pieris taiwanensis,5
250097,Rhododendron pseudochrysanthum,15
250097,Rhododendron rubropilosum,4
250097,Goodyera schlechtendaliana,1
250097,Crypsinus quasidivaricatus,1
250097,Smilax vaginata,1
250097,Ainsliaea latifolia s. henryi,5
250097,Cystopteris moupinensis,1
250097,Luzula effusa,1
250097,Sorbus randaiensis,1
250097,Polystichum acanthophyllum,1
250097,Polystichum tacticopterum,1
250067,Eurya glaberrima,2
250067,Mecodium polyanthos,3
250067,Plagiogyria formosana,1
250067,Tsuga chinensis v. formosana,74
250067,Xiphopteris okuboi,1
250067,Yushania niitakayamensis,95
250067,Pieris taiwanensis,3
250067,Rhododendron pseudochrysanthum,2
250067,Rhododendron rubropilosum,1
250067,Goodyera schlechtendaliana,1
250067,Crypsinus quasidivaricatus,1
250067,Tripterospermum lanceolatum,2
250067,Ainsliaea latifolia s. henryi,2
250067,Trichophorum subcapitatum,1
200292,Eurya glaberrima,5
200292,Tsuga chinensis v. formosana,76
200292,Xiphopteris okuboi,1
200292,Yushania niitakayamensis,95
200292,Rhododendron pseudochrysanthum,19
200292,Ctenitis transmorrisonensis,1
200292,Crypsinus quasidivaricatus,1
200292,Tripterospermum lanceolatum,1
200292,Smilax vaginata,1
200292,Ainsliaea latifolia s. henryi,1
200292,Gentiana arisanensis,1
200292,Trichophorum subcapitatum,1
200292,Sorbus randaiensis,1
200292,Carex rhynchachaenium,1
200292,Disporum nantouense,1
300125,Hydrangea integrifolia,1
300125,Tsuga chinensis v. formosana,95
300125,Yushania niitakayamensis,95
300125,Lepisorus monilisorus,1
300125,Dryopteris reflexosquamata,1
200066,Lepisorus thunbergianus,1
200066,Araiostegia parvipinnata,1
200066,Eurya glaberrima,42
200066,Mecodium polyanthos,1
200066,Neolitsea acuminatissima,3
200066,Rubus corchorifolius,1
200066,Tsuga chinensis v. formosana,51
200066,Yushania niitakayamensis,94
200066,Lepisorus monilisorus,1
200066,Chamaecyparis formosensis,1
200066,Pittosporum illicioides,1
200066,Schefflera taiwaniana,3
200066,Elatostema trilobulatum,1
200066,Dryopteris lepidopoda,1
200066,Dryopteris wallichiana,1
200066,Dryopteris hypophlebia,1
200066,Dryopteris austriaca,1
200066,Dryopteris sparsa,1
200066,Dryopteris reflexosquamata,1
200066,Rosa transmorrisonensis,1
200066,Peranema cyatheoides,1
200066,Lepisorus pseudoussuriensis,1
200066,Ctenitis kawakamii,1
200066,Taxillus liquidambaricolus,1
200066,Athyrium oppositipinnum,1
250109,Eurya glaberrima,15
250109,Hydrangea integrifolia,1
250109,Tsuga chinensis v. formosana,90
250109,Yushania niitakayamensis,90
250109,Miscanthus sinensis,1
250109,Pieris taiwanensis,5
250109,Juniperus formosana,1
250109,Cheilotheca humilis,1
250109,Ilex bioritsensis,10
250109,Berberis brevisepala,1
200068,Araiostegia parvipinnata,1
200068,Eurya glaberrima,22
200068,Mecodium polyanthos,1
200068,Tsuga chinensis v. formosana,78
200068,Xiphopteris okuboi,1
200068,Yushania niitakayamensis,95
200068,Rhododendron rubropilosum,1
200068,Ctenitis transmorrisonensis,1
200068,Crypsinus quasidivaricatus,1
110274,Eurya glaberrima,6
110274,Tsuga chinensis v. formosana,80
110274,Xiphopteris okuboi,1
110274,Yushania niitakayamensis,95
110274,Pieris taiwanensis,12
110274,Rhododendron rubropilosum,3
110274,Ainsliaea latifolia s. henryi,1
110274,Tripterospermum microphyllum,1
273062,Microsorium buergerianum,1
273062,Lepisorus thunbergianus,1
273062,Eurya glaberrima,6
273062,Plagiogyria formosana,1
273062,Tsuga chinensis v. formosana,95
273062,Yushania niitakayamensis,95
273062,Pieris taiwanensis,1
273062,Rhododendron rubropilosum,1
273062,Crypsinus quasidivaricatus,1
273062,Smilax vaginata,1
273062,Cheilotheca humilis,1
110406,Eurya glaberrima,3
110406,Tsuga chinensis v. formosana,90
110406,Yushania niitakayamensis,85
110406,Pinus taiwanensis,2
110406,Pieris taiwanensis,2
110406,Rhododendron pseudochrysanthum,3
110464,Monachosorum henryi,1
110464,Tsuga chinensis v. formosana,50
110464,Yushania niitakayamensis,65
110464,Arisaema formosanum,1
110464,Lonicera acuminata,1
110464,Elatostema trilobulatum,2
110464,Pieris taiwanensis,8
110464,Athyrium silvicolum,2
110464,Ainsliaea latifolia s. henryi,1
110464,Ilex bioritsensis,8
110464,Viburnum parvifolium,1
110464,Rubus pungens v. oldhamii,1
110464,Symplocos nokoensis,10
110464,Sarcococca saligna,1
110405,Tsuga chinensis v. formosana,70
110405,Yushania niitakayamensis,90
110405,Rhododendron pseudochrysanthum,3
110405,Cystopteris moupinensis,1
300120,Tsuga chinensis v. formosana,95
300120,Yushania niitakayamensis,95
300120,Pinus armandii v. masteriana,4
110486,Eurya glaberrima,1
110486,Tsuga chinensis v. formosana,90
110486,Yushania niitakayamensis,95
110486,Pieris taiwanensis,15
110486,Pinus armandii v. masteriana,2
110501,Eurya glaberrima,37
110501,Hydrangea integrifolia,1
110501,Plagiogyria formosana,2
110501,Tsuga chinensis v. formosana,61
110501,Yushania niitakayamensis,85
110501,Vaccinium japonicum v. lasiostemon,3
110501,Rhododendron rubropilosum,7
110501,Dryopteris wallichiana,1
110501,Ainsliaea latifolia s. henryi,1
110501,Abies kawakamii,1
110501,Symplocos nokoensis,1
200280,Lepisorus thunbergianus,1
200280,Eurya glaberrima,1
200280,Nertera granadense,1
200280,Plagiogyria formosana,1
200280,Tsuga chinensis v. formosana,92
200280,Xiphopteris okuboi,1
200280,Yushania niitakayamensis,95
200280,Pieris taiwanensis,3
200280,Ilex yunnanensis v. parvifolia,2
200280,Ainsliaea latifolia s. henryi,1
200280,Ilex bioritsensis,4
200280,Carex breviculmis,1
200280,Athyrium reflexipinnum,1
200280,Trichophorum subcapitatum,1
200280,Sorbus randaiensis,1
200280,Rubus pungens v. oldhamii,1
200238,Lepisorus thunbergianus,1
200238,Eurya glaberrima,10
200238,Tsuga chinensis v. formosana,59
200238,Yushania niitakayamensis,95
200238,Berberis kawakamii,1
200238,Pieris taiwanensis,9
200238,Rhododendron rubropilosum,23
200238,Quercus spinosa,1
200511,Eurya glaberrima,7
200511,Mecodium polyanthos,4
200511,Tsuga chinensis v. formosana,95
200511,Yushania niitakayamensis,90
200511,Pieris taiwanensis,1
200511,Rhododendron rubropilosum,24
200511,Dryopteris lepidopoda,1
200511,Ctenitis transmorrisonensis,15
200511,Crypsinus quasidivaricatus,2
200511,Dryopteris austriaca,1
200511,Vaccinium emarginatum,2
200511,Dryopteris sparsa,1
200511,Ainsliaea latifolia s. henryi,3
200511,Dryopteris reflexosquamata,1
200511,Cystopteris moupinensis,1
200511,Peranema cyatheoides,1
200511,Trichophorum subcapitatum,1
310505,Eurya glaberrima,19
310505,Plagiogyria formosana,1
310505,Tsuga chinensis v. formosana,74
310505,Xiphopteris okuboi,1
310505,Yushania niitakayamensis,95
310505,Pieris taiwanensis,1
310505,Rhododendron pseudochrysanthum,7
310505,Rhododendron rubropilosum,1
310505,Tripterospermum lanceolatum,1
310505,Ainsliaea latifolia s. henryi,1
310505,Polystichum stenophyllum,1
020474,Tsuga chinensis v. formosana,95
020474,Yushania niitakayamensis,65
020474,Acer morrisonense,1
020474,Shortia rotundifolia v. subcordata,4
020474,Rhododendron pseudochrysanthum,6
020474,Crypsinus quasidivaricatus,3
020474,Ainsliaea latifolia s. henryi,2
020474,Gaultheria itoana,4
020474,Cheilotheca humilis,1
020474,Platanthera brevicalcarata,4
020474,Athyrium reflexipinnum,1
020474,Boschniakia himalaica,1
020474,Trichophorum subcapitatum,1
200247,Eurya glaberrima,7
200247,Pileostegia viburnoides,1
200247,Tsuga chinensis v. formosana,84
200247,Yushania niitakayamensis,95
200247,Berberis kawakamii,1
200247,Elatostema trilobulatum,1
200247,Pieris taiwanensis,9
200247,Galium echinocarpum,1
200247,Rhododendron rubropilosum,2
200247,Dryopteris wallichiana,1
200247,Viburnum betulifolium,1
200247,Polystichum thomsonii,1
300121,Tsuga chinensis v. formosana,95
300121,Yushania niitakayamensis,95
300121,Pinus armandii v. masteriana,1
020458,Araiostegia parvipinnata,1
020458,Eurya glaberrima,7
020458,Tsuga chinensis v. formosana,66
020458,Yushania niitakayamensis,95
020458,Symplocos morrisonicola,4
020458,Rhododendron pseudochrysanthum,20
020458,Pinus armandii v. masteriana,4
020458,Arisaema taiwanense,1
020458,Rhododendron rubropilosum,1
020458,Crypsinus quasidivaricatus,1
020458,Ainsliaea latifolia s. henryi,1
087012,Lepisorus thunbergianus,1
087012,Ainsliaea macroclinidioides,1
087012,Hydrangea integrifolia,1
087012,Photinia niitakayamensis,1
087012,Skimmia reevesiana,3
087012,Tsuga chinensis v. formosana,4
087012,Yushania niitakayamensis,2
087012,Vaccinium japonicum v. lasiostemon,2
087012,Plagiogyria rankanensis,1
087012,Arthromeris lehmannii,1
087012,Miscanthus sinensis,88
087012,Lonicera acuminata,1
087012,Schefflera taiwaniana,1
087012,Berberis kawakamii,1
087012,Eurya nitida,1
087012,Diplopterygium glaucum,1
087012,Arisaema consanguineum,1
087012,Pinus armandii v. masteriana,95
087012,Viola nagasawai,2
087012,Goodyera kwangtungensis,1
087012,Gaultheria itoana,1
087012,Rosa transmorrisonensis,1
087012,Veratrum formosanum,1
087012,Nertera nigricarpa,1
087012,Rubus trianthus,1
087012,Carex sociata,2
087012,Pteridium aquilinum s. wightianum,1
087012,Gentiana scabrida,1
087012,Tripterospermum cordifolium,1
300174,Eurya glaberrima,4
300174,Plagiogyria formosana,2
300174,Trochodendron aralioides,2
300174,Tsuga chinensis v. formosana,49
300174,Yushania niitakayamensis,95
300174,Vaccinium japonicum v. lasiostemon,2
300174,Lyonia ovalifolia,7
300174,Pinus taiwanensis,16
300174,Rhododendron pseudochrysanthum,7
300174,Pinus armandii v. masteriana,8
300174,Hydrangea aspera,1
300174,Ilex yunnanensis v. parvifolia,2
300174,Rhododendron rubropilosum,5
110452,Dryopteris formosana,1
110452,Araiostegia parvipinnata,1
110452,Eurya glaberrima,6
110452,Mecodium polyanthos,1
110452,Tsuga chinensis v. formosana,85
110452,Xiphopteris okuboi,1
110452,Yushania niitakayamensis,95
110452,Ctenitis apiciflora,1
110452,Vaccinium japonicum v. lasiostemon,1
110452,Stellaria arisanensis,1
110452,Goodyera foliosa,1
110452,Schefflera taiwaniana,1
110452,Pieris taiwanensis,6
110452,Rhododendron pseudochrysanthum,1
110452,Ilex yunnanensis v. parvifolia,3
110452,Crypsinus quasidivaricatus,1
110452,Tripterospermum lanceolatum,1
110452,Ainsliaea latifolia s. henryi,1
110452,Juniperus formosana,1
110452,Smilax hayatae,1
110452,Ilex bioritsensis,1
110453,Photinia niitakayamensis,1
110453,Tsuga chinensis v. formosana,30
110453,Yushania niitakayamensis,49
110453,Miscanthus sinensis,6
110453,Pinus taiwanensis,30
110453,Pieris taiwanensis,12
110453,Pinus armandii v. masteriana,48
110453,Rhododendron rubropilosum,1
110453,Aletris formosana,1
110453,Deschampsia flexuosa,3
110453,Gaultheria itoana,2
110453,Juniperus formosana,8
110453,Lycopodium obscurum,1
110453,Carex breviculmis,1
110453,Gentiana davidii v. formosana,1
110453,Lycopodium clavatum,3
110453,Euphrasia transmorrisonensis,1
110453,Trichophorum subcapitatum,4
110453,Smilax menispermoidea,1
110453,Lycopodium yueshanense,1
110453,Poa annua,1
300186,Eurya glaberrima,16
300186,Hydrangea integrifolia,1
300186,Tsuga chinensis v. formosana,49
300186,Yushania niitakayamensis,95
300186,Pinus taiwanensis,13
300186,Rhododendron pseudochrysanthum,8
300186,Pinus armandii v. masteriana,15
300186,Rhododendron rubropilosum,4
110404,Eurya glaberrima,1
110404,Neolitsea acuminatissima,1
110404,Tsuga chinensis v. formosana,25
110404,Yushania niitakayamensis,90
110404,Chamaecyparis formosensis,6
110404,Pieris taiwanensis,1
110404,Rhododendron pseudochrysanthum,10
110404,Pinus armandii v. masteriana,10
110404,Rhododendron rubropilosum,1
088010,Vittaria flexuosa,1
088010,Hedera rhombea v. formosana,1
088010,Eurya glaberrima,1
088010,Osmanthus heterophyllus,4
088010,Skimmia reevesiana,1
088010,Tsuga chinensis v. formosana,67
088010,Yushania niitakayamensis,95
088010,Vaccinium japonicum v. lasiostemon,1
088010,Pasania hancei v. ternaticupula,1
088010,Symplocos morrisonicola,1
088010,Schefflera taiwaniana,1
088010,Daphne arisanensis,1
088010,Eurya nitida,11
088010,Pinus armandii v. masteriana,17
088010,Ilex yunnanensis v. parvifolia,1
088010,Dryopteris polita,1
088010,Rubus liuii,1
088010,Berberis morrisonensis,1
088010,Dryopteris subintegriloba,1
088010,Smilax menispermoidea,1
088010,Carex sociata,1
088010,Salix fulvopubescens,2
088010,Viburnum betulifolium,1
088010,Pteridium aquilinum s. latiusculum,1
088010,Rubus croceacanthus,1
081002,Rhododendron oldhamii,1
081002,Tsuga chinensis v. formosana,80
081002,Yushania niitakayamensis,95
081002,Vaccinium wrightii,1
081002,Eurya nitida,1
081002,Pinus armandii v. masteriana,21
081002,Goodyera schlechtendaliana,1
250107,Tsuga chinensis v. formosana,92
250107,Yushania niitakayamensis,70
250107,Pinus taiwanensis,15
250107,Pieris taiwanensis,5
250107,Ainsliaea latifolia s. henryi,1
273058,Lepisorus thunbergianus,1
273058,Araiostegia parvipinnata,1
273058,Eurya glaberrima,3
273058,Mecodium polyanthos,1
273058,Tsuga chinensis v. formosana,88
273058,Xiphopteris okuboi,1
273058,Yushania niitakayamensis,95
273058,Pieris taiwanensis,1
273058,Pinus armandii v. masteriana,10
273058,Crypsinus quasidivaricatus,1
273058,Cheilotheca humilis,1
088046,Elaeagnus thunbergii,1
088046,Eurya leptophylla,16
088046,Polygonum chinense,1
088046,Hedera rhombea v. formosana,1
088046,Dryopteris formosana,1
088046,Photinia niitakayamensis,1
088046,Tsuga chinensis v. formosana,43
088046,Yushania niitakayamensis,94
088046,Vaccinium japonicum v. lasiostemon,1
088046,Diplazium mettenianum,1
088046,Pasania hancei v. ternaticupula,1
088046,Acer morrisonense,3
088046,Lyonia ovalifolia,9
088046,Miscanthus sinensis,3
088046,Rhododendron formosanum,2
088046,Symplocos morrisonicola,1
088046,Polystichum parvipinnulum,1
088046,Eriobotrya deflexa,1
088046,Pinus taiwanensis,4
088046,Lonicera acuminata,1
088046,Pinus armandii v. masteriana,10
088046,Galium echinocarpum,1
088046,Rhododendron rubropilosum,7
088046,Pteris cretica,1
088046,Woodwardia unigemmata,1
088046,Smilax vaginata,1
088046,Prunus transarisanensis,1
088046,Ribes formosanum,1
088046,Rubus rolfei,1
088046,Thalictrum rubescens,1
088046,Agrostis infirma,1
088046,Berberis morrisonensis,4
088046,Solidago virgaurea v. leiocarpa,1
088046,Senecio scandens v. incisus,1
088046,Athyrium pycnosorum,1
088046,Viburnum parvifolium,1
088046,Salix fulvopubescens,4
088046,Platanthera mandarinorum s. pachygloss,1
088046,Cirsium arisanense,1
088046,Cotoneaster konishii,1
093060,Eurya glaberrima,2
093060,Tsuga chinensis v. formosana,8
093060,Chamaecyparis formosensis,1
093060,Lyonia ovalifolia,3
093060,Miscanthus sinensis,84
093060,Rubus formosensis,1
093060,Pinus armandii v. masteriana,74
093060,Rhododendron rubropilosum,22
093060,Tripterospermum lanceolatum,1
093060,Abies kawakamii,1
093060,Gaultheria itoana,1
093060,Rosa transmorrisonensis,1
093060,Lycopodium veitchii,1
093060,Viburnum betulifolium,1
093060,Pteridium aquilinum s. wightianum,6
273059,Eurya leptophylla,1
273059,Lepisorus thunbergianus,1
273059,Araiostegia parvipinnata,1
273059,Eurya glaberrima,2
273059,Plagiogyria formosana,1
273059,Tsuga chinensis v. formosana,40
273059,Yushania niitakayamensis,30
273059,Chamaecyparis formosensis,1
273059,Lyonia ovalifolia,6
273059,Pinus taiwanensis,32
273059,Pieris taiwanensis,3
273059,Pinus armandii v. masteriana,2
273059,Ilex yunnanensis v. parvifolia,1
273059,Rhododendron rubropilosum,3
273059,Cheilotheca humilis,1
110319,Dryopteris formosana,1
110319,Araiostegia parvipinnata,1
110319,Eurya glaberrima,2
110319,Microtropis fokienensis,1
110319,Osmanthus heterophyllus,2
110319,Plagiogyria formosana,1
110319,Tsuga chinensis v. formosana,90
110319,Yushania niitakayamensis,50
110319,Ctenitis apiciflora,1
110319,Ilex goshiensis,1
110319,Cyclobalanopsis stenophylloides,2
110319,Symplocos migoi,1
110319,Ilex bioritsensis,1
110319,Symplocos nokoensis,1
110319,Cheirostylis takeoi,1
200113,Eurya loquaiana,11
200113,Eurya glaberrima,4
200113,Osmanthus heterophyllus,1
200113,Plagiogyria formosana,1
200113,Tsuga chinensis v. formosana,66
200113,Yushania niitakayamensis,95
200113,Schefflera taiwaniana,1
200113,Pieris taiwanensis,1
200113,Ilex yunnanensis v. parvifolia,1
200113,Rhododendron rubropilosum,18
200113,Crypsinus quasidivaricatus,1
200113,Viburnum propinquum,1
200113,Ainsliaea latifolia s. henryi,1
200113,Dryopteris reflexosquamata,1
200083,Paris polyphylla,1
200083,Hedera rhombea v. formosana,1
200083,Lepisorus thunbergianus,1
200083,Polystichum hancockii,1
200083,Eurya glaberrima,53
200083,Photinia niitakayamensis,2
200083,Pileostegia viburnoides,1
200083,Plagiogyria formosana,1
200083,Tsuga chinensis v. formosana,12
200083,Yushania niitakayamensis,86
200083,Viburnum foetidum v. rectangulatum,5
200083,Arisaema ringens,1
200083,Polygonum thunbergii,1
200083,Lonicera acuminata,1
200083,Berberis kawakamii,1
200083,Elatostema trilobulatum,3
200083,Pieris taiwanensis,1
200083,Galium echinocarpum,1
200083,Arisaema taiwanense,2
200083,Urtica thunbergiana,1
200083,Ilex yunnanensis v. parvifolia,1
200083,Dryopteris lepidopoda,1
200083,Dryopteris hypophlebia,1
200083,Polypodium transpianense,1
200083,Cystopteris tenuisecta,1
200083,Dryopteris reflexosquamata,1
200083,Ellisiophyllum pinnatum,2
200083,Chrysosplenium lanuginosum v. formosan,1
200083,Rubia lanceolata,1
200083,Abies kawakamii,25
200083,Cystopteris moupinensis,1
200083,Arenaria subpilosa,1
200083,Berberis morrisonensis,1
200083,Athyrium reflexipinnum,1
200083,Athyrium tozanense,1
200083,Athyrium erythropodum,1
200083,Polystichum stenophyllum,1
200083,Ctenitis kawakamii,1
200083,Polystichum biaristatum,1
200083,Luzula effusa,1
200083,Agropyron formosanum,1
200083,Astilbe macroflora,1
200083,Lepisorus megasorus,1
200083,Leptogramma tottoides,1
200083,Polystichum lachenense,1
200083,Athyrium oppositipinnum,1
200083,Sanicula petagnioides,1
200083,Galium morii,1
200083,Rubus taitoensis,1
200083,Asplenium tripteropus,1
200083,Carex finitima,1
200083,Carex taiwanensis,1
200083,Pteris dactylina,1
110101,Acer kawakamii,1
110101,Eurya glaberrima,25
110101,Plagiogyria formosana,1
110101,Tsuga chinensis v. formosana,56
110101,Yushania niitakayamensis,95
110101,Chamaecyparis formosensis,3
110101,Pinus taiwanensis,1
110101,Schefflera taiwaniana,1
110101,Berberis kawakamii,1
110101,Pieris taiwanensis,4
110101,Rhododendron pseudochrysanthum,12
110101,Ilex yunnanensis v. parvifolia,3
110101,Rhododendron rubropilosum,1
110101,Ainsliaea latifolia s. henryi,1
110101,Sorbus randaiensis,1
270075,Eurya glaberrima,1
270075,Tsuga chinensis v. formosana,61
270075,Yushania niitakayamensis,60
270075,Lyonia ovalifolia,1
270075,Polystichum parvipinnulum,1
270075,Schefflera taiwaniana,2
270075,Berberis kawakamii,1
270075,Pieris taiwanensis,10
270075,Rhododendron pseudochrysanthum,1
270075,Ilex yunnanensis v. parvifolia,1
270075,Oxalis acetocella s. griffithii,1
270075,Ainsliaea latifolia s. henryi,1
270075,Abies kawakamii,15
270075,Nertera nigricarpa,1
270075,Viburnum betulifolium,1
270075,Galium formosense,1
300061,Sabia transarisanensis,1
300061,Hedera rhombea v. formosana,1
300061,Eurya glaberrima,36
300061,Hydrangea integrifolia,1
300061,Mecodium polyanthos,1
300061,Plagiogyria formosana,2
300061,Tsuga chinensis v. formosana,36
300061,Yushania niitakayamensis,73
300061,Lepisorus monilisorus,1
300061,Lonicera acuminata,1
300061,Mahonia japonica,1
300061,Elatostema trilobulatum,3
300061,Arisaema consanguineum,1
300061,Galium echinocarpum,2
300061,Senecio nemorensis v. dentatus,1
300061,Dryopteris wallichiana,1
300061,Ophiopogon intermedius,1
300061,Oxalis acetocella s. griffithii,1
300061,Ainsliaea latifolia s. henryi,1
300061,Carex brunnea,1
300061,Cornopteris decurrentialatum,1
300061,Mahonia oiwakensis,3
300061,Rubia lanceolata,1
300061,Abies kawakamii,22
300061,Ribes formosanum,2
300061,Ilex bioritsensis,1
300061,Luzula taiwaniana,2
300061,Polystichum stenophyllum,1
300061,Smilax menispermoidea,6
300061,Prunus taiwaniana,1
300061,Mitella formosana,1
300061,Viburnum betulifolium,5
300061,Agropyron formosanum,1
300061,Hydrocotyle setulosa,1
300061,Rubus pungens v. oldhamii,1
300061,Stellera formosana,1
273047,Eurya leptophylla,2
273047,Sabia transarisanensis,1
273047,Hedera rhombea v. formosana,2
273047,Araiostegia parvipinnata,1
273047,Euonymus spraguei,1
273047,Eurya glaberrima,23
273047,Hydrangea integrifolia,2
273047,Osmanthus heterophyllus,14
273047,Plagiogyria formosana,1
273047,Trochodendron aralioides,1
273047,Tsuga chinensis v. formosana,7
273047,Yushania niitakayamensis,82
273047,Clematis henryi,1
273047,Polystichum parvipinnulum,1
273047,Rubus formosensis,1
273047,Lysimachia ardisioides,1
273047,Lonicera acuminata,1
273047,Schefflera taiwaniana,1
273047,Ligustrum sinense,1
273047,Berberis kawakamii,1
273047,Elatostema trilobulatum,1
273047,Arisaema consanguineum,1
273047,Galium echinocarpum,1
273047,Urtica thunbergiana,1
273047,Ilex yunnanensis v. parvifolia,1
273047,Dryopteris lepidopoda,1
273047,Oxalis acetocella s. griffithii,1
273047,Carex brunnea,1
273047,Ellisiophyllum pinnatum,1
273047,Loxogramme salicifolia,1
273047,Senecio scandens,1
273047,Rubia lanceolata,1
273047,Abies kawakamii,47
273047,Rosa transmorrisonensis,1
273047,Ilex bioritsensis,1
273047,Luzula taiwaniana,1
273047,Litsea morrisonensis,6
273047,Lepisorus morrisonensis,1
273047,Myriactis humilis,1
273047,Mitella formosana,1
273047,Viburnum betulifolium,1
273047,Trillium tschonoskii,1
273047,Hydrocotyle setulosa,1
273047,Sedum erythrospermum,1
273047,Stellaria aquatica,1
273047,Sarcococca saligna,1
273047,Photinia serratifolia v. ardisiifolia,2
273047,Suzukia shikikunensis,1
273047,Rubus croceacanthus,1
093120,Buxus microphylla s. sinica,1
093120,Hedera rhombea v. formosana,1
093120,Lepisorus thunbergianus,1
093120,Ainsliaea macroclinidioides,1
093120,Eurya glaberrima,3
093120,Microtropis fokienensis,3
093120,Osmanthus heterophyllus,1
093120,Photinia niitakayamensis,7
093120,Rubus corchorifolius,1
